it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText,heading,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,heading,top_features,Comfort & Convenience - Comfort,Interior - Interior,Exterior - Exterior,Safety - Safety,Entertainment & Communication - Entertainment,heading,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Engine and Transmission - Color,Engine and Transmission - Engine Type,Engine and Transmission - Displacement,Engine and Transmission - Max Power,Engine and Transmission - Max Torque,Engine and Transmission - No of Cylinder,Engine and Transmission - Values per Cylinder,Engine and Transmission - Value Configuration,Engine and Transmission - Fuel Suppy System,Engine and Transmission - Turbo Charger,Engine and Transmission - Super Charger,Dimensions & Capacity - Length,Dimensions & Capacity - Width,Dimensions & Capacity - Height,Dimensions & Capacity - Wheel Base,Dimensions & Capacity - Front Tread,Dimensions & Capacity - Rear Tread,Dimensions & Capacity - Kerb Weight,Miscellaneous - Gear Box,Miscellaneous - Drive Type,Miscellaneous - Seating Capacity,Miscellaneous - Steering Type,Miscellaneous - Turning Radius,Miscellaneous - Front Brake Type,Miscellaneous - Rear Brake Type,Miscellaneous - Top Speed,Miscellaneous - Acceleration,Miscellaneous - Tyre Type,Miscellaneous - Alloy Wheel Size,Miscellaneous - No Door Numbers,Miscellaneous - Cargo Volumn,Dimensions & Capacity - Gross Weight,Engine and Transmission - BoreX Stroke,Engine and Transmission - Compression Ratio,Dimensions & Capacity - Ground Clearance Unladen,city
0,Petrol,Sedan,"83,858",Manual,3,3rd Owner,Toyota,Toyota Corolla Altis,2008,2152,G,₹ 3 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2020,Third Party insurance,Petrol,5 Seats,"40,000 Kms",UP72,Second Owner,799 cc,Manual,2020.0,Features,"Power Steering, Low Fuel Warning Light, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks","Power Steering, Low Fuel Warning Light, Accessory Power Outlet, Rear Seat Headrest, Gear Shift Indicator","Air Conditioner, Heater, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock","Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Wheel Covers, Chrome Grille, Halogen Headlamps","Anti Lock Braking System, Child Safety Locks, Driver Air Bag, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Engine Immobilizer, Crash Sensor, Ebd, Pretensioners And Force Limiter Seatbelts, Speed Alert, No Of Airbags",,Specifications,20.71 kmpl,799 CC,53.64bhp,72Nm,,5,Others,0.8L Petrol Engine,799,53.64bhp@5600rpm,72Nm@4250rpm,3.0,4.0,DOHC,MPFi,No,No,3435mm,1574mm,1546mm,2348mm,,,710,5-Speed,FWD,5,Power,4.7m,Disc,Drum,,,tubeless tyre,,5,222,,,,,jaipur
0,Petrol,MUV,"48,869",Manual,1,1st Owner,Datsun,Datsun GO Plus,2021,7854,T,₹ 5.67 Lakh,₹ 5.73 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2021,Third Party insurance,Petrol,5 Seats,"40,000 Kms",RJ45,First Owner,998 cc,Manual,2021.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Audio System Remote Control","Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Glove Box Cooling, Voice Control, Battery Saver, Lane Change Indicator","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Leather Steering Wheel, Glove Compartment, Digital Clock, Height Adjustable Driver Seat","Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Sun Roof, Outside Rear View Mirror Turn Indicators, Chrome Grille, Automatic Driving Lights, Roof Rail","Anti Lock Braking System, Centeral Locking, Power Door Locks, Child Safety Locks, Driver Air Bag, Passenger Air Bag, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Crash Sensor, Automatic Head Lamps, Ebd, Rear Camera, Anti Theft Device, Speed Sensing Auto Door Lock, Isofix Child Seat Mounts, Impact Sensing Auto Door Lock, No Of Airbags","Audio System Remote Control, Speakers Front, Speakers Rear, Bluetooth, Touch Screen",Specifications,18.27 kmpl,998 CC,118.35bhp,171.6Nm,16,5,Others,,998,118.35bhp@6000rpm,171.6Nm@1500-4000rpm,3.0,4.0,,GDi,Yes,,3995 mm,1770 mm,1605 mm,2500 mm,,,1340,6-Speed,FWD,5,Power,,Disc,Drum,,,Radial,16,5,350 L,,,,190mm,jaipur
0,Petrol,Hatchback,"86,555",Manual,1,1st Owner,Maruti,Maruti Alto K10,2017,10332,VXI,₹ 2.98 Lakh,₹ 3.08 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2013,Third Party insurance,Petrol,5 Seats,"70,000 Kms",RJ14,Second Owner,1198 cc,Manual,2013.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio","Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Gear Shift Indicator","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock","Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Wheel Covers, Power Antenna","Centeral Locking, Power Door Locks, Child Safety Locks, Driver Air Bag, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Crash Sensor, Follow Me Home Headlamps, Anti Theft Device, Speed Sensing Auto Door Lock","Radio, Speakers Front, Integrated2Din Audio, Usb Auxiliary Input",Specifications,19.49 kmpl,1198 CC,67.04bhp,104Nm,,5,Others,In Line Petrol Engine,1198,67.04bhp@5000rpm,104Nm@4000rpm,3.0,4.0,DOHC,Electronic Fuel Injection,No,No,3801mm,1665mm,1530mm,2450mm,,,970,5 Speed,FWD,5,Power,4.65 metres,Ventilated Disc,Drum,160 Kmph,15 Seconds,"Tubeless,Radial",,5,251-litres,,78 x 83.6,9.8:1,,jaipur
0,Petrol,Sedan,"60,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Vento,2011,2008,Petrol Highline,₹ 3.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2013,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",CH01,Second Owner,1497 cc,Automatic,2013.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel","Air Conditioner, Heater, Adjustable Steering, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment","Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Manually Adjustable Exterior Rear View Mirror, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Tinted Glass, Chrome Grille","Anti Lock Braking System, Brake Assist, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer","Cd Player, Radio, Audio System Remote Control, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input",Specifications,16.8 kmpl,1497 CC,116.4bhp,146Nm,15,5,Others,SOHC i-VTEC,1497,116.4bhp@6600rpm,146Nm@4800rpm,4.0,4.0,SOHC,EFI (Electronic Fuel Injection),No,No,4440mm,1695mm,1485mm,2550mm,,,1150kg,5 Speed AT+ Paddle Shifters,FWD,5,Power,5.3metres,Disc,Drum,,,"Tubeless,Radial",15,4,506-litres,,,,,jaipur
0,Petrol,MUV,"39,316",Manual,1,1st Owner,Renault,Renault Triber,2022,7419,RXL BSVI,₹ 6.74 Lakh,₹ 6.94 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2010,Third Party insurance,Petrol,5 Seats,"1,50,000 Kms",JH01,Second Owner,998 cc,Manual,2010.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Tachometer, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Child Safety Locks","Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Cup Holders Rear","Air Conditioner, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment","Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Wheel Covers, Power Antenna","Centeral Locking, Child Safety Locks, Anti Theft Alarm, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Side Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer",,Specifications,19 kmpl,998 CC,67.1bhp,90Nm,13,5,Others,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,,MPFI,No,No,3600mm,1495mm,1595mm,2360mm,1295mm,1290mm,865kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drums,160km/hr,16.26 Seconds,"Tubeless,Radial",13,5,,1275kg,,,,jaipur
0,Diesel,SUV,"1,10,000",Manual,2,2nd Owner,Renault,Renault Duster,2014,5066,85PS Diesel RxL,₹ 4.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2015,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",RJ14,Third Owner,1498 cc,Manual,2015.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Cruise Control, Rear ACVents","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Outside Temperature Display","Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Defogger, Alloy Wheels, Power Antenna, Outside Rear View Mirror Turn Indicators","Anti Lock Braking System, Centeral Locking, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Crash Sensor, Ebd, Rear Camera, Anti Theft Device","Cd Player, Radio, Speakers Front, Speakers Rear",Specifications,26 kmpl,1498 CC,98.6bhp,200Nm,15,5,Others,i DTEC Diesel Engine ,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,DOHC,Direct Injection,Yes,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1150kg,6 Speed ,FWD,5,Power,5.3 metres,Disc,Drum,190 Kmph,10 Seconds,"Tubeless,Radial",15,4,510-litres,,76.0 X 82.5 mm,16.0:1,,jaipur
0,Diesel,Hatchback,"1,00,000",Manual,2,2nd Owner,Tata,Tata Bolt,2016,2496,Quadrajet XE,₹ 2.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2017,Third Party insurance,Diesel,5 Seats,"80,000 Kms",RJ14,First Owner,1248 cc,Automatic,2017.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Multifunction Steering Wheel, Smart Access Card Entry, Engine Start Stop Button","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Outside Temperature Display, Height Adjustable Driver Seat","Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Defogger, Alloy Wheels, Power Antenna, Tinted Glass, Outside Rear View Mirror Turn Indicators, Chrome Grille, Smoke Headlamps","Anti Lock Braking System, Centeral Locking, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Crash Sensor, Ebd, Anti Theft Device","Cd Player, Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth",Specifications,28.4 kmpl,1248 CC,74bhp,190Nm,15,5,Others,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,Yes,No,3995mm,1695mm,1555mm,2430mm,1475mm,1485mm,1070kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,169 Kmph,13.8 Seconds,"Tubeless,Radial",15,4,320-liters,1505kg,69.6 X 82 mm,17.6:1,,jaipur
0,Petrol,SUV,"60,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,2020,6945,SX Turbo BSIV,₹ 10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2021,Third Party insurance,Petrol,5 Seats,"40,000 Kms",,First Owner,1199 cc,Automatic,2021.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio","Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Smart Access Card Entry, Engine Start Stop Button, Steering Wheel Gearshift Paddles, Gear Shift Indicator, Adjustable Headrest","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Outside Temperature Display, Height Adjustable Driver Seat, Dual Tone Dashboard","Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Outside Rear View Mirror Turn Indicators, Chrome Grille, Halogen Headlamps","Anti Lock Braking System, Centeral Locking, Power Door Locks, Child Safety Locks, Driver Air Bag, Passenger Air Bag, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Crash Sensor, Ebd, Speed Sensing Auto Door Lock, Isofix Child Seat Mounts, Pretensioners And Force Limiter Seatbelts, Impact Sensing Auto Door Lock, Speed Alert, No Of Airbags","Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth, Number Of Speaker",Specifications,18.3 kmpl,1199 CC,88.76bhp,110Nm,R15,5,Others,i-VTEC Petrol Engine,1199,88.76bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,MPFi,No,No,3995mm,1695mm,1501mm,2470mm,,,945kg,CVT,FWD,5,Electric,4.7,Disc,Drum,,15 Seconds,"Tubeless,Radial",R15,4,420,,,,,jaipur
0,Diesel,SUV,"1,00,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2016,3813,W8 1.99 mHawk,₹ 10.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2022,Third Party insurance,CNG,5 Seats,"30,000 Kms",RJ45,First Owner,1199 cc,Manual,2022.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio","Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Rear, Multifunction Steering Wheel, Smart Access Card Entry, Engine Start Stop Button, Glove Box Cooling, Adjustable Headrest, Power Boot","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Dual Tone Dashboard","Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Wheel Covers, Power Antenna, Tinted Glass, Outside Rear View Mirror Turn Indicators, Chrome Garnish, LEDTaillights, Halogen Headlamps","Anti Lock Braking System, Centeral Locking, Power Door Locks, Driver Air Bag, Passenger Air Bag, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Seat Belt Warning, Door Ajar Warning, Adjustable Seats, Keyless Entry, Engine Immobilizer, Engine Check Warning, Crash Sensor, Ebd, Follow Me Home Headlamps, Speed Sensing Auto Door Lock, Pretensioners And Force Limiter Seatbelts, No Of Airbags","Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth, Number Of Speaker",Specifications,26.49 kmpl,1199 CC,72.40bhp,95Nm,,5,Others,1.2L Revotron Engine,1199,72.40bhp@6000rpm,95Nm@3500rpm,3.0,4.0,,,,,3993mm,1677,1532,2450,,,1030,5-Speed,,5,Electric,,Disc,Drum,121.92,,"Tubeless,Radial",,4,205,,,,165,jaipur
0,Diesel,Sedan,"1,10,000",Manual,2,2nd Owner,Skoda,Skoda Laura,2012,3075,Elegance 2.0 TDI CR MT,₹ 4.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2020,Third Party insurance,Petrol,5 Seats,"90,000 Kms",RJ45,First Owner,1199 cc,Manual,2020.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio","Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Navigation System, Smart Access Card Entry, Engine Start Stop Button, Glove Box Cooling, Voice Control, Tailgate Ajar, Drive Modes, Adjustable Headrest, Smart Key Band","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Driving Experience Control Eco, Height Adjustable Driver Seat, Dual Tone Dashboard","Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Power Antenna, Rear Spoiler, LEDDRLs, Cornering Foglamps, Projector Headlamps, Halogen Headlamps","Anti Lock Braking System, Centeral Locking, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Adjustable Seats, Keyless Entry, Engine Immobilizer, Engine Check Warning, Crash Sensor, Automatic Head Lamps, Ebd, Follow Me Home Headlamps, Rear Camera, Speed Sensing Auto Door Lock, Isofix Child Seat Mounts, Pretensioners And Force Limiter Seatbelts, Impact Sensing Auto Door Lock, Speed Alert, No Of Airbags","Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth, Touch Screen, Number Of Speaker, Apple Car Play, Android Auto",Specifications,18.53 kmpl,1199 CC,84.88bhp,113nm,16,5,Others,1.2 l Revotron,1199,84.88bhp@6000rpm,113nm@3300rpm,3.0,4.0,,,No,,3990,1755,1523,2501,,,1195,5-Speed,,5,Electric,5.0,Disc,Drum,,,"Tubeless,Radial",16,5,345,,,,,jaipur
0,Diesel,SUV,"1,35,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz M-Class,2011,4659,ML 350 4Matic,₹ 17.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2019,Third Party insurance,Diesel,7 Seats,"1,00,000 Kms",HR43,Third Owner,1248 cc,Manual,2019.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio","Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Cup Holders Front, Multifunction Steering Wheel, Rear ACVents, Gear Shift Indicator","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock","Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Wheel Covers, Power Antenna, Rear Spoiler, Outside Rear View Mirror Turn Indicators, Chrome Grille","Anti Lock Braking System, Brake Assist, Centeral Locking, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Crash Sensor, Ebd, Anti Theft Device, Speed Sensing Auto Door Lock, Isofix Child Seat Mounts, Pretensioners And Force Limiter Seatbelts, No Of Airbags","Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth, Number Of Speaker",Specifications,25.47 kmpl,1248 CC,88.50bhp,200Nm,,7,Others,DDIS 200 Smart Hybrid,1248,88.50bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,Yes,No,4395 mm,1735 mm,1690 mm,2740 mm,1510 mm,1520 mm,1230 Kg,5 Speed,FWD,7,Power,5.2 metres,Ventilated Disc,Drum,,,"Tubeless, Radial",,5,209 litres,1800 Kg,69.6 X 82 mm,17.6:1,,jaipur
